Interval,FPS, Frame Time
1,26.577957862276094,37.625163121331006
2,29.978047710481174,33.357742627461754
3,29.97544464343777,33.36063941319784
4,29.979034780307387,33.356644312540695
5,29.981872075180373,33.35348765055338
6,29.983442390140524,33.35174083709717
Average,29.41263324363722,34.06756966036364
