Interval,FPS, Frame Time
1,26.68340519369894,37.476476212119344
2,29.976028062503993,33.35999011993408
3,29.96220777892265,33.3753776550293
4,29.972208044165285,33.36424191792806
5,30.003151353318078,33.32983219742379
6,29.976242297971982,33.35975170135498
Average,29.428873788430156,34.044278300631596
